group	score_KO_HM_1	score_KO_HM_123	score_KO_HM_2	score_KO_HM_3	score_KO_Hpool_123	score_KO_LM_123	score_KO_Lpool_123	score_cDNA_HM_1	score_cDNA_HM_123	score_cDNA_HM_2	score_cDNA_HM_3	score_cDNA_Hpool_123	score_cDNA_LM_123	score_cDNA_Lpool_123	lfc_KO_HM_1	lfc_KO_HM_123	lfc_KO_HM_2	lfc_KO_HM_3	lfc_KO_Hpool_123	lfc_KO_LM_123	lfc_KO_Lpool_123	lfc_cDNA_HM_1	lfc_cDNA_HM_123	lfc_cDNA_HM_2	lfc_cDNA_HM_3	lfc_cDNA_Hpool_123	lfc_cDNA_LM_123	lfc_cDNA_Lpool_123	p_KO_HM_1	p_KO_HM_123	p_KO_HM_2	p_KO_HM_3	p_KO_Hpool_123	p_KO_LM_123	p_KO_Lpool_123	p_cDNA_HM_1	p_cDNA_HM_123	p_cDNA_HM_2	p_cDNA_HM_3	p_cDNA_Hpool_123	p_cDNA_LM_123	p_cDNA_Lpool_123	logP_KO_HM_1	logP_KO_HM_123	logP_KO_HM_2	logP_KO_HM_3	logP_KO_Hpool_123	logP_KO_LM_123	logP_KO_Lpool_123	logP_cDNA_HM_1	logP_cDNA_HM_123	logP_cDNA_HM_2	logP_cDNA_HM_3	logP_cDNA_Hpool_123	logP_cDNA_LM_123	logP_cDNA_Lpool_123	fdr_KO_HM_1	fdr_KO_HM_123	fdr_KO_HM_2	fdr_KO_HM_3	fdr_KO_Hpool_123	fdr_KO_LM_123	fdr_KO_Lpool_123	fdr_cDNA_HM_1	fdr_cDNA_HM_123	fdr_cDNA_HM_2	fdr_cDNA_HM_3	fdr_cDNA_Hpool_123	fdr_cDNA_LM_123	fdr_cDNA_Lpool_123	guides_good_KO_HM_1	guides_good_KO_HM_123	guides_good_KO_HM_2	guides_good_KO_HM_3	guides_good_KO_Hpool_123	guides_good_KO_LM_123	guides_good_KO_Lpool_123	guides_good_cDNA_HM_1	guides_good_cDNA_HM_123	guides_good_cDNA_HM_2	guides_good_cDNA_HM_3	guides_good_cDNA_Hpool_123	guides_good_cDNA_LM_123	guides_good_cDNA_Lpool_123	guides_KO_HM_1	guides_KO_HM_123	guides_KO_HM_2	guides_KO_HM_3	guides_KO_Hpool_123	guides_KO_LM_123	guides_KO_Lpool_123	guides_cDNA_HM_1	guides_cDNA_HM_123	guides_cDNA_HM_2	guides_cDNA_HM_3	guides_cDNA_Hpool_123	guides_cDNA_LM_123	guides_cDNA_Lpool_123
TRIM61	0.39264	0.97964	0.91	0.9802	0.99735	0.97762	0.94753	0.28122	0.037633	0.062123	0.036588	0.17306	0.96734	0.98086	-1.278395	-0.878494	-0.33512	-0.8968250000000001	-0.8001465000000001	-1.127555	-1.01945	0.587235	-0.13243	-0.8576600000000001	-0.08693500000000001	-0.008369999999999989	-0.57731	-0.46912000000000004	0.61794	0.98027	0.91814	0.98019	0.99749	0.97765	0.94845	0.51603	0.12591	0.18781	0.12432	0.33592	0.96828	0.98159	0.20905369147094377	0.008654288225888441	0.03709109157470682	0.008689732518117338	0.001091449492430532	0.009816595390384401	0.02298555913110048	0.2873250494275821	0.8999397760688476	0.7262812873138041	0.9054589985431609	0.47376413837011677	0.013999038485829748	0.008069874656501403	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.957677	0.996673	0.999828	0.999996	0.999996	0.999996	1	0	1	0	0	0	0	3	4	3	4	3	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM62	0.53967	0.31158	0.40395	0.41755	0.34747	0.0024623	0.10544	0.44829	0.029645	0.041893	0.1036	0.03151	0.0042205	0.035066	1.1500000000000399e-4	0.174536	0.07619999999999999	0.172959	0.1166115	0.525625	0.49519	0.075076	0.49597	0.48044	0.5797749999999999	0.48897	0.71517	0.69981	0.7384	0.52104	0.62344	0.64055	0.50955	0.011888	0.23328	0.67192	0.1021	0.13782	0.26641	0.094524	0.019905	0.1029	0.1317083119821444	0.28312893483397394	0.20520533676887373	0.19344696447265944	0.29281319407429085	1.9248912035835	0.6321224933621195	0.1726824317479387	0.9909742579130898	0.8606877544213303	0.574449477462287	1.0244579084830587	1.7010378180798833	0.9875846252375671	0.998643	0.999874	0.999582	0.998991	0.999996	0.532093	0.999996	0.999406	0.957677	0.980275	0.999828	0.930438	0.685081	0.916104	2	3	2	3	2	6	3	2	4	4	4	4	5	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM63	0.24421	0.5155	0.97954	0.092105	0.221	0.35505	0.15677	0.95687	0.24532	0.41039	0.074677	0.69733	0.17439	0.33812	-0.07813500000000001	-0.183714	-0.49194	0.181931	-6.499999999999562e-6	0.023296999999999998	0.23102999999999999	-1.7247949999999999	-0.4176599999999999	-0.29581999999999997	0.532405	-0.39379000000000003	-0.03816	-0.02732000000000001	0.47394	0.68171	0.98017	0.24094	0.4017	0.57769	0.31051	0.95859	0.46601	0.63558	0.21439	0.76496	0.3825	0.50349	0.3242766357906258	0.16640033529160453	0.008698594043182505	0.6180910939942017	0.3960981682683286	0.23830515017090806	0.5079244087727929	0.01836710587570569	0.3316047637859192	0.1968297773335968	0.6687954757241535	0.11636127364828584	0.4173685605103636	0.2980091507070805	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.975239	0.999996	2	1	0	3	2	3	3	1	1	2	4	1	4	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM64	0.30396	0.43905	0.11076	0.015142	0.64786	0.01718	0.81466	0.28168	0.83072	0.39656	0.29512	0.59446	0.61932	0.39475	-0.677095	-0.634844	0.00811	-0.20765499999999998	-1.2269165	0.7996650000000001	0.20958	-0.23313499999999998	-0.74757	-0.65023	-0.05185500000000001	-0.34081	-1.165	-0.7713300000000001	0.51593	0.62976	0.25358	0.058423	0.72533	0.064574	0.82325	0.51644	0.88943	0.6223	0.50695	0.72456	0.7711	0.55043	0.2874092182874725	0.20082492758477133	0.5958850024944042	1.2334161459247108	0.13946435953671785	1.189942310634237	0.08446826061605459	0.2869801275471594	0.050888226118558394	0.2060001990155295	0.2950348726092899	0.13992564526529624	0.1128892968751163	0.2592979038434092	0.998643	0.999874	0.999582	0.802371	0.999996	0.931451	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	2	2	4	1	3	1	2	1	3	1	1	1	1	5	6	5	6	6	6	6	6	6	6	5	6	6	6
TRIM64B	0.7341	0.21101	0.021777	0.88689	0.13783	0.1888	0.15164	0.12594	0.24856	0.04087	0.61417	0.23097	0.21227	0.48829	-0.42675500000000005	-0.013360999999999998	0.65587	-0.04492499999999999	0.1310675	0.267025	0.43837	-1.0462950000000002	0.0037500000000000033	0.76401	-0.09870500000000001	-0.029719999999999996	0.27908	0.23570999999999998	0.84774	0.40307	0.077973	0.91508	0.28053	0.40597	0.30278	0.30343	0.46941	0.13481	0.78586	0.41555	0.42858	0.63198	0.0717373244875744	0.39461952464353794	1.1080557560399218	0.038540936491150965	0.5520206882838353	0.391506058333746	0.5188728153559248	0.5179414829086881	0.32844766271663567	0.8702778913041223	0.10465481610178436	0.381376713353617	0.367968099491814	0.19929666543134272	0.998643	0.999874	0.809069	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.980275	0.999828	0.999996	0.975239	0.999996	2	3	5	1	3	2	1	4	3	3	2	3	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM65	0.091377	0.85114	0.6003	0.99329	0.19616	0.74734	0.51869	0.018667	0.73674	0.78256	0.96623	0.93468	7.46e-4	0.0011248	0.348075	-0.162414	0.10559299999999999	-0.770445	0.039942500000000006	0.077721	0.3055	0.739815	0.07142300000000001	0.099767	-0.608285	0.09301100000000001	0.69562	0.7043999999999999	0.24096	0.87379	0.75331	0.99322	0.36682	0.85455	0.66051	0.07046	0.84614	0.87891	0.96664	0.93521	0.0038851	0.0051258	0.6180550454793934	0.05859292983664735	0.12302626737958403	0.0029545438474514996	0.43554699346863357	0.06826252148763877	0.18012060286104645	1.1520573611547764	0.07255777384373417	0.05605559421465067	0.01473523752338997	0.029090858003615945	2.4105977982557922	2.290238343253394	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.805616	0.99906	0.996673	0.999828	0.999996	0.388804	0.62995	3	1	2	0	3	2	2	5	2	2	1	0	5	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM67	0.96911	0.58121	0.41895	0.89694	0.50537	0.68095	0.49293	0.048218	0.35679	0.36409	0.74193	0.21054	0.11806	0.082158	-0.39789500000000005	-0.260114	-0.029253000000000008	-0.828355	-0.16121649999999998	-0.192255	-0.07047	0.761145	-0.22867999999999997	0.11110600000000001	-1.294115	0.024120000000000003	0.37589	0.62565	0.96937	0.72778	0.63926	0.91988	0.64808	0.81102	0.63712	0.15592	0.57799	0.5921	0.85562	0.38813	0.28523	0.19715	0.013510424922794105	0.1379998833595453	0.1943224695419862	0.0362688234554777	0.18837138083609703	0.09096843582270485	0.19577876165268446	0.8070981738904349	0.23807967538983113	0.22760493891799982	0.06771907240798793	0.41102278773944717	0.5448047980724235	0.7052032185907581	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.961975	0.99906	0.996673	0.999828	0.999996	0.935693	0.935274	0	1	3	1	2	1	1	4	3	3	2	2	4	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM68	0.19598	0.10791	0.28251	0.011385	0.042213	0.064243	0.056421	0.21972	0.72926	0.5294	0.96056	0.83996	0.077704	0.068936	0.407085	0.454386	0.28664	0.767115	0.3301735	-0.20197500000000002	-0.29999000000000003	0.2007	0.150986	0.065524	-0.10336500000000001	0.29471	0.51187	0.64606	0.41756	0.2628	0.49795	0.045652	0.12016	0.18585	0.15355	0.45379	0.84115	0.73813	0.96164	0.8467	0.20981	0.17655	0.3792811110865199	0.5803746391122568	0.30281426329302286	1.3405401914059754	0.9202400803399068	0.7308374345682553	0.8137501792209123	0.34314507873021594	0.0751265507378211	0.1318671431761206	0.016987480222807945	0.07227044022834549	0.6781738162314968	0.753132278100884	0.998643	0.999874	0.999582	0.743502	0.982471	0.999973	0.983214	0.999406	0.99906	0.996673	0.999828	0.999996	0.891775	0.935274	4	4	3	4	4	4	2	4	2	2	1	1	4	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM69	0.39094	0.176	0.10066	0.12174	0.035708	0.25346	0.33259	0.42561	0.55859	0.081277	0.5411	0.33275	0.97822	0.93599	0.015730999999999995	0.308336	0.32535000000000003	0.454565	0.3498835	0.226425	0.29512	0.206789	0.016598	0.05091	0.282195	0.202376	-0.15836999999999998	0.009319999999999995	0.61613	0.35986	0.25153	0.29352	0.10442	0.4755	0.50043	0.65134	0.73734	0.22371	0.74975	0.51088	0.97877	0.93657	0.2103276444491512	0.4438664243799164	0.5994102091867766	0.5323623012521085	0.9812163111253032	0.3228494787265673	0.30065666291962456	0.18619225017560492	0.13233220539153562	0.650314602189686	0.12508352556843524	0.29168109880463033	0.009319350552498716	0.028459757554497495	0.998643	0.999874	0.999582	0.998991	0.982471	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	3	4	4	4	3	2	3	2	4	2	1	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM7	0.93087	0.61707	0.37723	0.68823	0.53747	0.41831	0.52263	0.8367	0.25915	0.035862	0.69431	0.5798	0.20373	0.054116	-0.457355	-0.179294	-0.037808	-0.061494999999999994	0.1129315	-0.161205	0.15242	-0.196085	0.10061300000000001	0.93688	-0.818985	0.26118	0.32017	0.47374	0.93918	0.75369	0.59567	0.81798	0.67766	0.64022	0.66405	0.90598	0.48042	0.12119	0.82834	0.7158	0.41967	0.14743	0.027251164373846986	0.1228072469328409	0.22499427192153493	0.08725731490547926	0.1689881485520433	0.19367076294108007	0.1777992189654708	0.042881389503661785	0.31837892110918625	0.9165332145261128	0.08179136633655501	0.1452083059460145	0.3770920751061831	0.8314141344635897	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.974239	0.999828	0.999996	0.975239	0.935274	1	2	3	2	2	3	2	1	3	5	2	2	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM72	0.60369	0.37856	0.241	0.19358	0.24615	0.1507	0.10644	0.4644	0.92546	0.95487	0.43918	0.87414	0.43868	0.089268	-0.084315	0.015626	0.25344	-0.034635	0.0440595	0.492245	0.54903	-0.24006499999999997	-0.5672699999999999	-0.29047	-1.300715	-0.47427	0.28371999999999997	0.39833999999999997	0.7467	0.54701	0.43356	0.3765	0.38665	0.31724	0.22319	0.65486	0.92533	0.95486	0.64132	0.87301	0.65921	0.20821	0.12685384867174432	0.26200473416908904	0.36295079238435296	0.4242350194632806	0.4126819854859322	0.49861205879438353	0.6513252678084289	0.18385153623147435	0.033703357401053124	0.020060299290113878	0.1929252161030338	0.0589807815865889	0.1809762131557854	0.681498415841213	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.935274	1	2	2	3	1	3	3	1	1	0	1	0	2	2	5	5	5	5	5	5	5	5	5	5	5	5	6	6
TRIM74	0.21403	0.97429	0.11157	0.96128	0.95352	0.029698	0.49157	0.0032839	0.21423	0.1147	0.63483	0.33729	0.98089	0.98404	0.6145849999999999	-0.284554	0.048138999999999994	-0.983925	-0.8712065	0.324185	-0.23685	0.948375	0.28537999999999997	-0.08582999999999999	-0.812445	-0.50624	-0.79039	-1.5920400000000001	0.44334	0.9747	0.25477	0.96119	0.9543	0.10255	0.63585	0.01356	0.43259	0.27729	0.79601	0.51433	0.98161	0.98471	0.3532630830575907	0.01112903393535476	0.5938517129203642	0.017190756144677733	0.02031507617297419	0.9890643352956149	0.1966453243760977	1.8677403104689554	0.3639235241826778	0.5570657922437345	0.09908147633577385	0.28875814327666466	0.008061025950675838	0.00669165167860911	0.998643	0.999874	0.999582	0.998991	0.999996	0.971472	0.999996	0.415957	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	0	1	0	0	5	1	4	3	3	2	1	0	0	6	6	5	5	6	6	6	5	6	5	6	6	6	6
TRIM77	0.38526	0.069707	0.046851	0.14989	0.012369	0.50859	0.66702	0.69587	0.22549	0.20924	0.003963	0.26135	0.89755	0.86178	-0.128475	0.164088	0.65931	0.347505	0.31020349999999997	-0.065475	0.10894981	0.059331999999999996	0.39417	0.44284	0.929205	0.49906	-0.27659	-0.18381000000000003	0.61047	0.18677	0.14478	0.34208	0.04369	0.71178	0.73843	0.82774	0.44433	0.43801	0.018672	0.45667	0.91484	0.86225	0.214335673495653	0.7286928812150354	0.8392914277075706	0.465872316471316	1.3596179552904315	0.147654219214538	0.1316906676568545	0.08210605729416963	0.352294363341144	0.358515974209958	1.728809161298705	0.34039751754211045	0.03865485477856726	0.06436679696057168	0.998643	0.999874	0.938911	0.998991	0.778042	0.999973	0.999996	0.999406	0.99906	0.996673	0.52443	0.999996	0.999996	0.999996	3	2	4	3	3	2	1	2	3	4	6	3	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM8	0.38793	0.44339	0.63178	0.13373	0.16474	0.17141	0.18972	0.60291	0.04231	0.11915	0.13607	0.013089	0.17167	0.34644	0.310365	0.028844	-0.20985	0.387095	-9.935000000000013e-4	0.541025	0.52982	-0.709965	0.48356	0.91993	0.304975	0.68617	0.10488800000000001	0.29079	0.6131	0.63277	0.77333	0.31397	0.32155	0.37745	0.35817	0.77781	0.13894	0.29174	0.3214	0.04784	0.37795	0.51	0.21246868387276577	0.19875411918058303	0.1116351417917709	0.5031118470124325	0.4927514860812134	0.4231405702924972	0.44591079308241904	0.10912647759778876	0.8571727054616635	0.5350040213811353	0.49295412757267426	1.3202088290196456	0.42256565032251225	0.2924298239020636	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.957677	0.996673	0.999828	0.734013	0.971774	0.999996	3	2	1	4	3	4	3	2	3	4	1	2	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIM9	0.087252	0.458	0.61702	0.94734	0.66739	0.89816	0.54364	0.10043	0.28192	0.27192	0.073224	0.2199	0.98514	0.90688	0.510535	-0.10309399999999999	-0.1698	-0.39832500000000004	-0.11442649999999999	-0.19320500000000002	-0.17442000000000002	-0.434295	-0.17417999999999997	-0.22609	0.6146849999999999	-0.29842	-0.51641	-0.6493599999999999	0.23355	0.64237	0.75191	0.9496	0.73413	0.91815	0.68313	0.2599	0.50404	0.50561	0.19428	0.40066	0.9858	0.90681	0.6316201283761984	0.19221474970118282	0.12383413925212229	0.022459294053465195	0.1342270282535126	0.03708636144513132	0.16549664198422714	0.5851937204989873	0.2975349971061487	0.2961843451254515	0.7115719051990014	0.3972240133107627	0.006211186181294638	0.04248369926356977	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	4	1	2	1	1	1	1	4	3	2	4	3	0	0	6	6	5	6	6	6	6	6	6	6	5	6	6	6
TRIML1	0.47458	0.67027	0.12748	0.44329	0.86676	0.5641	0.67554	0.034414	0.1267	0.066795	0.54264	0.055679	0.45593	0.32425	-0.070825	0.169228	0.44586000000000003	0.06858500000000001	0.1473565	0.139822	0.14204299999999997	0.417405	0.42269999999999996	0.71531	-0.238865	0.6464399999999999	0.26517999999999997	0.47485	0.69446	0.79341	0.30118	0.66481	0.86703	0.74259	0.74243	0.1178	0.30123	0.19661	0.7504	0.15156	0.67593	0.49214	0.1583527640078092	0.10050233005615863	0.5211738710438037	0.17730245656426458	0.061965875293051614	0.12925090344551948	0.1293444875283916	0.9288547095489171	0.5211017782028979	0.7063943968071819	0.12470717462899197	0.8194154033970444	0.17009827770901223	0.3079113350811641	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.900551	0.99906	0.996673	0.999828	0.951093	0.999996	0.999996	3	2	4	2	0	2	1	4	4	4	2	3	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRIP12	0.074602	0.0026967	0.013084	0.0017045	0.0013957	0.93954	0.88453	0.011754	0.0013279	0.0084574	0.013105	0.0024365	0.5934	0.96076	0.6327050000000001	0.786246	0.74152	1.134175	0.8101335000000001	-0.910755	-0.8573200000000001	1.289005	1.20481	1.109	1.130335	0.8164199999999999	-0.38258000000000003	-0.7841	0.2095	0.012699	0.050266	0.0081909	0.0057845	0.94288	0.88454	0.047739	0.0065563	0.036417	0.052543	0.010675	0.75563	0.96154	0.6788159726976859	1.8962304768063274	1.2987256730978682	2.086668376193283	2.237734174590461	0.025543576248926007	0.053282522973044436	1.321126682502086	2.183341182410311	1.4386958338598639	1.2794851343240212	1.9716321163029384	0.12169080806119068	0.01703264442816523	0.998643	0.422315	0.715319	0.331219	0.395779	0.999973	0.999996	0.75154	0.266553	0.670409	0.799126	0.355547	0.999996	0.999996	4	5	5	6	5	1	0	4	5	4	4	4	2	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRPC4AP	0.28841	0.26559	0.33743	0.39786	0.46437	0.020348	0.014657	0.99871	0.98508	0.6401	0.96488	0.96298	0.98376	0.96022	-0.309055	0.017748	0.050347699999999995	-0.095325	-0.06640650000000001	0.483485	0.42307	-2.930695	-1.9144900000000002	-0.60549	-1.483615	-1.6003699999999998	-1.0049000000000001	-0.71462	0.51727	0.4686	0.55462	0.62172	0.61038	0.07446	0.050514	0.99878	0.98573	0.79423	0.96532	0.96372	0.98449	0.96099	0.28628270854677496	0.32919771573905604	0.25600447350134786	0.2064051616652539	0.2143997051186076	1.1280769681176266	1.296588240096921	5.301627329870832e-4	0.006242025796969782	0.10005371260279738	0.01532869577854767	0.016049128045780087	0.006788690868550434	0.017281131548327847	0.998643	0.999874	0.999582	0.998991	0.999996	0.936643	0.830261	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	3	3	2	2	2	2	0	0	1	1	0	0	0	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TRPM4	0.13388	0.18049	0.13817	0.38799	0.21573	0.05695	0.089346	0.37574	0.24021	0.79361	0.35119	0.16546	0.0696	0.022828	0.5736049999999999	-0.139644	-0.61726	-0.689395	-0.0948965	-0.02427499999999999	0.04363199999999999	0.436795	0.28841	-0.62433	-0.43891500000000006	0.37426000000000004	0.246498	0.32189999999999996	0.3149	0.36514	0.32011	0.61185	0.39415	0.17146	0.20859	0.60452	0.46014	0.8862	0.58357	0.3255	0.1943	0.071262	0.5018273393634561	0.4375405887765721	0.49470075860506124	0.21335503562722416	0.4043384691010971	0.7658371806092845	0.6807065158947219	0.21858932632355002	0.33711001184672457	0.05246825430440688	0.23390704229151033	0.48744900709578926	0.7115271994002175	1.1471419931444893	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.878449	0.853121	4	2	3	2	2	2	3	3	3	2	2	3	4	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TSG101	0.9768	0.89629	0.023399	0.76229	0.99535	0.50108	0.99962	0.0095532	0.0094085	0.041042	NA	0.89694	0.59163	0.93057	-4.614995	-0.195984	1.52067	-2.6375249999999997	-2.3861165	-0.431405	-2.6265500000000004	2.7622050000000002	1.0058	0.39173	NA	-2.67997	-0.37793	-3.15874	0.97663	0.8966	0.058997	0.7638	0.99552	0.65005	0.99964	0.025078	0.024714	0.099258	NA	0.89717	0.63034	0.93104	0.010269939242612098	0.04740126547022696	1.2291700716895675	0.11702034596270096	0.0019500105713906415	0.18705323737413473	1.5637416252358162e-4	1.6007071019560892	1.6070569576599387	1.003234479871262	NA	0.04712525699309	0.20042513262041564	0.03103166015066443	0.998643	0.999874	0.764876	0.998991	0.999996	0.999973	0.999996	0.558638	0.584608	0.92617	NA	0.999996	0.999996	0.999996	0	0	2	0	0	1	0	3	2	2	NA	0	1	0	2	4	3	1	4	4	4	3	3	3	NA	6	3	6
TTC3	0.52355	0.62504	0.08109	0.78438	0.62458	0.22149	0.20377	0.39591	0.18844	0.58715	0.18094	0.12416	0.08446	0.0422	0.346155	0.051702	0.42277000000000003	-0.733835	0.0204415	-0.354595	-0.35905000000000004	-0.522635	-0.1393	-0.65398	0.445855	0.072176	-0.31337000000000004	-0.10694999999999999	0.72969	0.75931	0.21392	0.87982	0.71503	0.44241	0.37793	0.62403	0.40511	0.76677	0.39446	0.26664	0.22277	0.12007	0.1368616054734909	0.11958088049055303	0.6697486100820909	0.05560616989846723	0.1456757364350976	0.3541750650312608	0.4225886325145007	0.20479453127707284	0.3924270362752699	0.11533488730327525	0.40399702961561096	0.5740746993475264	0.6521432951486748	0.9205654893662563	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.991768	0.891775	0.933821	2	2	4	1	1	3	2	2	3	2	4	3	2	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
TULP4	0.91834	0.96254	0.88467	0.047373	0.99826	0.1639	0.098896	0.95759	0.46105	0.60768	0.13789	0.14959	0.18067	0.020237	-0.336415	-0.479274	-0.40226999999999996	0.011032	-0.4214865	0.247105	0.33216999999999997	-0.21098499999999998	-0.07144	-0.66435	0.42145499999999997	0.22603600000000001	0.43562	0.7168699999999999	0.93189	0.96329	0.90366	0.15339	0.99831	0.36515	0.22337	0.95918	0.68088	0.77765	0.32438	0.303	0.3925	0.064616	0.030635348603548128	0.01624294814045316	0.04399494109405613	0.8142029525538006	7.34578568290403e-4	0.43752869502253117	0.6509751557922328	0.018099885351443756	0.16692942249254167	0.10921582366563957	0.4889459305317864	0.518557371497695	0.40616033891872866	1.1896599301267279	0.998643	0.999874	0.999582	0.963544	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.975239	0.853121	1	0	1	2	0	4	3	1	2	1	3	2	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UAP1	0.24617	0.22858	0.024672	0.86816	0.11507	0.12283	0.057397	0.3861	0.52311	0.41984	0.15529	0.81568	0.35111	0.050306	-0.681905	-0.9940840000000001	0.6995399999999999	-1.950225	-1.0061164999999999	0.25578500000000004	0.27071999999999996	-1.3684949999999998	-0.47822	-0.34125	0.14701109999999998	-0.43048000000000003	-0.33489	-0.28686	0.47595	0.42394	0.086995	0.90808	0.24628	0.29446	0.15574	0.61446	0.71797	0.64451	0.35386	0.82942	0.57135	0.13856	0.32243866884390654	0.3726956045223408	1.0605057075516175	0.041875889333442516	0.6085708550805559	0.5309736922491386	0.8075998296398706	0.2115063834767887	0.14389370214579827	0.19077033989145167	0.45116852682584735	0.08122549660050972	0.2430977682833725	0.8583621253267286	0.998643	0.999874	0.837471	0.998991	0.999996	0.999973	0.983214	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.933821	3	2	4	1	2	3	3	2	2	3	3	1	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
UAP1L1	0.094579	0.045538	0.46578	0.050391	0.10956	0.43441	0.695	0.48707	0.48648	0.08506	0.68847	0.31888	0.53543	0.46313	0.8124549999999999	0.380136	0.097158	0.219415	0.2824535	-0.341445	-0.41672000000000003	-1.015695	-1.0706900000000001	0.49417	-0.688755	-0.83979	-0.78798	-0.5828800000000001	0.24684	0.13502	0.67228	0.16045	0.23799	0.65573	0.75173	0.70651	0.69708	0.23079	0.81064	0.50071	0.7227	0.61	0.6075844622576512	0.8696018963471985	0.17244980860075346	0.7946602785684771	0.62344129099416	0.1832749466729471	0.12393811760746797	0.1508816867325016	0.15671737747614642	0.6367830128425902	0.09117197035663158	0.3004137349413128	0.14104194528199418	0.21467016498923297	0.998643	0.999874	0.999582	0.967419	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	2	1	2	2	2	1	2	2	3	1	2	1	1	6	6	6	6	6	6	6	6	6	6	5	6	6	6
UBA1	0.016875	0.016916	0.020872	0.58889	0.63006	0.63702	0.99639	0.88645	0.81824	0.82844	0.36151	0.92575	0.96463	0.99821	2.5316050000000003	2.012816	3.03717	-0.39810500000000004	-1.2510165	0.617985	-2.4808500000000002	-4.520895	-1.9782899999999999	-2.52966	0.967205	-2.62217	-5.0093	-5.6493400000000005	0.03138	0.031577	0.038805	0.59036	0.64454	0.63571	0.9964	0.88727	0.81928	0.82928	0.36154	0.92628	0.96506	0.99827	1.5033470607490822	1.5006291328880326	1.4111123122277753	0.22888307592718563	0.1907501252613606	0.19674095687116225	0.0015662811355311203	0.05194420241514808	0.08656764686848875	0.08129880850454402	0.44184364631342626	0.03325771302236615	0.015445684729922655	7.51980104195272e-4	0.689294	0.667312	0.644263	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	1	2	0	1	1	0	0	0	0	1	0	0	0	2	2	2	1	4	2	4	1	1	1	1	1	1	1
