group	score_KO_HM_1	score_KO_HM_123	score_KO_HM_2	score_KO_HM_3	score_KO_Hpool_123	score_KO_LM_123	score_KO_Lpool_123	score_cDNA_HM_1	score_cDNA_HM_123	score_cDNA_HM_2	score_cDNA_HM_3	score_cDNA_Hpool_123	score_cDNA_LM_123	score_cDNA_Lpool_123	lfc_KO_HM_1	lfc_KO_HM_123	lfc_KO_HM_2	lfc_KO_HM_3	lfc_KO_Hpool_123	lfc_KO_LM_123	lfc_KO_Lpool_123	lfc_cDNA_HM_1	lfc_cDNA_HM_123	lfc_cDNA_HM_2	lfc_cDNA_HM_3	lfc_cDNA_Hpool_123	lfc_cDNA_LM_123	lfc_cDNA_Lpool_123	p_KO_HM_1	p_KO_HM_123	p_KO_HM_2	p_KO_HM_3	p_KO_Hpool_123	p_KO_LM_123	p_KO_Lpool_123	p_cDNA_HM_1	p_cDNA_HM_123	p_cDNA_HM_2	p_cDNA_HM_3	p_cDNA_Hpool_123	p_cDNA_LM_123	p_cDNA_Lpool_123	logP_KO_HM_1	logP_KO_HM_123	logP_KO_HM_2	logP_KO_HM_3	logP_KO_Hpool_123	logP_KO_LM_123	logP_KO_Lpool_123	logP_cDNA_HM_1	logP_cDNA_HM_123	logP_cDNA_HM_2	logP_cDNA_HM_3	logP_cDNA_Hpool_123	logP_cDNA_LM_123	logP_cDNA_Lpool_123	fdr_KO_HM_1	fdr_KO_HM_123	fdr_KO_HM_2	fdr_KO_HM_3	fdr_KO_Hpool_123	fdr_KO_LM_123	fdr_KO_Lpool_123	fdr_cDNA_HM_1	fdr_cDNA_HM_123	fdr_cDNA_HM_2	fdr_cDNA_HM_3	fdr_cDNA_Hpool_123	fdr_cDNA_LM_123	fdr_cDNA_Lpool_123	guides_good_KO_HM_1	guides_good_KO_HM_123	guides_good_KO_HM_2	guides_good_KO_HM_3	guides_good_KO_Hpool_123	guides_good_KO_LM_123	guides_good_KO_Lpool_123	guides_good_cDNA_HM_1	guides_good_cDNA_HM_123	guides_good_cDNA_HM_2	guides_good_cDNA_HM_3	guides_good_cDNA_Hpool_123	guides_good_cDNA_LM_123	guides_good_cDNA_Lpool_123	guides_KO_HM_1	guides_KO_HM_123	guides_KO_HM_2	guides_KO_HM_3	guides_KO_Hpool_123	guides_KO_LM_123	guides_KO_Lpool_123	guides_cDNA_HM_1	guides_cDNA_HM_123	guides_cDNA_HM_2	guides_cDNA_HM_3	guides_cDNA_Hpool_123	guides_cDNA_LM_123	guides_cDNA_Lpool_123
ASB1	0.14711	0.085586	0.070096	0.18524	0.11169	0.19407	0.24315	0.41462	0.021474	0.020892	0.085203	0.033873	0.15494	0.19209	-0.08418500000000001	-0.024255	0.44354000000000005	-0.10394500000000001	0.0460075	0.183276	0.28271999999999997	-0.14821499999999999	0.47726	0.85373	0.939645	0.57741	0.44027000000000005	0.5239199999999999	0.33791	0.21886	0.19244	0.39992	0.24107	0.41305	0.4278	0.64128	0.077225	0.076441	0.23397	0.10093	0.35014	0.36068	0.47119895566352765	0.6598336051139235	0.7157046517694734	0.3980268762554662	0.6178568321157496	0.3839973735015878	0.3687592197644908	0.19295230448488596	1.1122420830265118	1.1166736401460517	0.630839824939046	0.9959797267467584	0.45575827259125945	0.44287793899700545	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.957677	0.8402	0.999828	0.933291	0.956052	0.995753	2	3	3	2	2	2	2	1	4	4	4	4	2	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB10	0.92926	0.4239	0.77605	0.081163	0.25054	0.19755	0.16817	0.22439	0.92618	0.80269	0.76417	0.91149	0.65425	0.52087	-1.0526950000000002	-0.404934	-0.55442	-0.104745	-0.19795649999999998	-0.169975	0.06399099999999999	0.663395	-0.002449999999999994	-0.13201000000000002	-0.886315	-0.08942	-0.67289	-0.7772000000000001	0.93807	0.61994	0.86212	0.22045	0.42914	0.41681	0.32743	0.46074	0.93247	0.89269	0.86875	0.91154	0.79207	0.66215	0.02776475279424217	0.207650341033763	0.06443227975458268	0.6566898968376585	0.36740100313304236	0.3800618701002757	0.4848815318954556	0.33654408202738845	0.030365131684465873	0.0492993302078169	0.06110518240182969	0.0402242689748653	0.10123643549339673	0.1790436166131428	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	2	1	4	2	2	2	4	1	1	1	0	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB11	0.011121	0.65239	0.91664	0.047985	0.92812	0.60609	0.70638	0.14484	0.036031	0.15923	0.033133	0.17772	6.306e-4	0.0058657	0.477855	-0.191604	-1.3237299999999999	0.295245	-0.5717265	-0.17172500000000002	-0.53363	0.477535	0.5089400000000001	0.63139	0.36633499999999997	-0.13234	0.85504	0.1485466	0.042511	0.77969	0.92262	0.13625	0.92879	0.76654	0.7573	0.3194	0.10671	0.33646	0.10235	0.34236	0.0028729	0.023083	1.3714986788631798	0.10807803583533288	0.03497713525182143	0.86566348905132	0.03208246916116919	0.1154651776315023	0.1207320431753872	0.49566508819753585	0.9717948800945573	0.4730665594098587	0.9899121530014755	0.4655169822952988	2.5416794906819224	1.6367077484289183	0.754713	0.999874	0.999582	0.950314	0.999996	0.999973	0.999996	0.999406	0.957677	0.996673	0.954804	0.999996	0.339784	0.780865	5	2	1	2	0	2	1	3	4	2	4	3	4	4	5	6	6	5	6	6	6	5	5	5	5	6	5	6
ASB12	0.33755	0.02165	0.086372	0.019103	0.02519	0.94375	0.98048	0.034331	0.34385	0.92999	0.35456	0.36494	0.40536	0.89784	0.328935	0.349046	0.08604999999999999	0.785595	0.2759435	-0.339465	-0.3881	0.655605	0.42918	-0.83562	0.232383	0.34994000000000003	-0.11235999999999999	-0.20391000000000004	0.55589	0.066967	0.21772	0.064544	0.07551	0.94375	0.98051	0.10487	0.55538	0.9305	0.57589	0.51223	0.59561	0.89721	0.25501113848866036	1.1741391562322345	0.6621016743549638	1.1901441234673285	1.1219955297319748	0.025143035362755355	0.008547972702293433	0.9793487319956582	0.2554097638476115	0.031283622533214185	0.23966046267954877	0.2905349896065253	0.22503801926714007	0.04710589456230168	0.998643	0.849805	0.999582	0.802371	0.909483	0.999973	0.999996	0.867321	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	2	2	4	2	0	0	4	2	1	2	2	2	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5
ASB13	0.14288	0.095001	0.09856	0.63967	0.57377	0.13654	0.23683	0.86593	0.72903	0.78754	0.28395	0.57548	0.084097	0.092225	0.239225	0.018529999999999998	0.31991000000000003	-0.0023250000000000076	-0.0601965	0.318235	0.2662	-0.06132499999999999	-0.007209999999999994	-0.24745	0.34450499999999995	0.189508	0.5133	0.6978500000000001	0.33091	0.23764	0.24745	0.78891	0.69523	0.31799	0.42288	0.91448	0.84094	0.88225	0.52094	0.71187	0.2221	0.21239	0.48029010839409947	0.6240804562953506	0.606512541852825	0.1029725389107433	0.1578714958324794	0.4975865372894848	0.3737828542123649	0.03882578825713144	0.07523498945593189	0.0544083329679932	0.28321229430022793	0.14759930894386278	0.653451441451526	0.6728659350814221	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.891775	0.935274	4	4	4	2	1	2	2	1	2	1	3	2	4	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB14	0.50523	0.89844	0.55499	0.77535	0.88438	0.16523	0.47316	0.069451	0.57951	0.79577	0.13753	0.88367	0.46551	0.60556	-0.255235	-0.212704	-0.32599999999999996	-0.43237499999999995	-0.1324565	-0.006445000000000006	0.097338	0.511295	0.212433	-0.29033	0.214658	0.25693	-0.31831	-0.29282	0.72038	0.90334	0.7256	0.87351	0.88438	0.36733	0.61942	0.20353	0.74925	0.88748	0.3238	0.88378	0.68341	0.71072	0.14243835305712763	0.044148758731755965	0.13930272594796114	0.0587321188207643	0.053361087427393976	0.43494360118803777	0.20801477613549557	0.6913715674009473	0.12537324838231767	0.05184142530104711	0.4897231555826451	0.05365583077544355	0.16531867067473804	0.14830146313162004	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	1	2	2	0	3	2	3	2	2	2	1	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB15	0.89465	0.98752	0.97019	0.7729	0.93694	0.2808	0.36708	0.78464	0.40395	0.47588	0.49373	0.83857	0.34421	0.26552	-0.6057250000000001	-0.353284	-0.12490000000000001	-0.506425	-0.3454565	0.417715	0.45154	-0.307925	-0.07022	-0.15145999999999998	0.09898299999999999	-0.14243	-0.05118	-0.1274	0.92069	0.98794	0.97094	0.87191	0.93788	0.50341	0.5285	0.88105	0.62484	0.69577	0.71253	0.84581	0.56425	0.44477	0.03588657387730199	0.005269430372059103	0.012807606831464405	0.05952834135251172	0.0278527252368379	0.2980781616488331	0.27695500835655495	0.05499944447339689	0.20423117627668286	0.15753430096258872	0.147196845620963	0.07272718450107678	0.24852843225020033	0.3518645138582123	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	0	0	1	0	3	1	1	3	2	3	1	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB16	0.89082	0.99229	0.66384	0.42487	0.94977	0.56669	0.98707	0.88829	0.90503	0.9591	0.51353	0.9036	0.10356	0.097389	-2.155195	-0.771424	-0.49943	-0.552745	-0.9539164999999998	-0.661905	-0.8209	-1.9279949999999997	-1.72549	-1.16786	-1.297915	-1.6767699999999999	-0.18688999999999997	-0.16365000000000002	0.91905	0.99236	0.78052	0.64739	0.95058	0.74403	0.98689	0.92175	0.91987	0.96027	0.68975	0.90355	0.25867	0.22015	0.0366608606123648	0.003330749568492192	0.10761596412193046	0.18883401327197025	0.022011327408199135	0.12840955293290351	0.005731251641706647	0.035386853721845885	0.03627354468914435	0.01760663881086242	0.16130829084877693	0.044047809762410524	0.5872539369191591	0.6572813102044555	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.90974	0.935274	1	0	1	2	0	2	0	1	1	1	2	0	2	2	6	6	5	6	6	6	6	6	6	6	5	6	6	6
ASB17	0.25796	0.062092	0.35743	0.20111	0.068584	0.19285	0.15256	0.0047339	0.032105	0.021787	0.10583	0.034648	0.12179	0.22508	0.309475	0.364856	-0.037352	0.410395	0.4237735	0.403865	0.48841	1.7298049999999998	0.45398000000000005	0.41465	0.440405	0.159287	-0.06287000000000001	-0.36779	0.4873	0.17069	0.57526	0.42566	0.17415	0.41182	0.30412	0.022135	0.10934	0.079174	0.27007	0.10302	0.29209	0.40637	0.3122035886187054	0.7677919216036838	0.24013582305989067	0.3709371593024936	0.7590765212057449	0.3852925657346947	0.5169550181852842	1.6549204736851333	0.9612209304444617	1.101417413238331	0.5685236555684426	0.9870784544554398	0.5344833112878702	0.39107836104738486	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.529611	0.957677	0.850881	0.999828	0.933291	0.940631	0.995753	2	3	3	4	2	2	2	4	3	3	4	2	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB18	0.2789	0.049929	0.07748	0.020193	0.11962	0.17796	0.083854	0.68088	0.68376	0.46163	0.27266	0.89266	0.31948	0.69691	0.009135000000000004	0.345566	0.34139	0.750015	0.2478335	0.317095	0.24539999999999998	0.05776200000000001	0.206182	0.34613	0.517665	0.24554	0.32097	0.34429	0.50787	0.144	0.20686	0.074407	0.25352	0.38836	0.19999	0.81911	0.81166	0.68287	0.51056	0.89301	0.54021	0.75139	0.29424744029063377	0.8416375079047503	0.684323479651987	1.128386205336263	0.5959877738177559	0.4107655075844959	0.6989917196030002	0.0866577720062014	0.09062585628412602	0.1656619663863625	0.29195321315056477	0.04914367781861752	0.2674373807101711	0.1241345891152191	0.998643	0.999874	0.999582	0.822925	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	3	4	5	2	3	3	2	2	3	3	0	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB2	0.15069	0.62003	0.88987	0.4027	0.35985	0.024551	0.0063865	0.51343	0.11449	0.018697	0.39416	0.060248	0.91311	0.76062	0.17541	-0.150844	-0.45779	-0.018045000000000005	0.0374245	0.836195	1.05126	0.181148	0.070888	0.2874	-0.09257500000000002	0.32849	-0.74305	-0.5026600000000001	0.344	0.75582	0.90657	0.62629	0.51971	0.087282	0.025259	0.73	0.27881	0.069967	0.62339	0.16222	0.92338	0.78628	0.46344155742846993	0.12158162025875424	0.04259865660981311	0.20322452264244253	0.2842389266194411	1.0590753107811695	1.5975838470933807	0.1366771398795441	0.5546916535764151	1.1551067470879652	0.20524016866112335	0.7898956029351145	0.03461953630827342	0.10442277100816834	0.998643	0.999874	0.999582	0.998991	0.999996	0.971472	0.738758	0.999406	0.99906	0.819597	0.999828	0.960288	0.999996	0.999996	2	1	1	2	1	5	5	1	1	2	2	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB4	0.70096	0.38482	0.065253	0.25876	0.23192	0.021457	0.09962	0.094559	0.75111000000000006	0.09518	0.37699	0.58238	0.20356	0.19243	0.061894	0.263416	0.5126499999999999	0.186968	0.16962349999999998	0.314125	0.24753999999999998	0.5636950000000001	-0.06855999999999998	0.09859000000000001	-0.297655	0.08326800000000001	0.1548533	0.28235	0.82758	0.59424	0.18279	0.48514	0.41446	0.077686	0.22441	0.2497	0.85593	0.24919	0.60694	0.71805	0.41948	0.3611	0.08219001340817894	0.22603811794031362	0.7380475671558684	0.3141329161323344	0.382517377339363	1.109657239507596	0.6489577942605554	0.6025814576486522	0.06756175151071682	0.6034693899099751	0.2168542396609162	0.14384531346237023	0.37728874066769574	0.4423725115731734	0.998643	0.999874	0.999582	0.998991	0.999996	0.947025	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.975239	0.995753	1	1	4	2	2	2	2	4	2	3	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB5	0.030253	0.24041	0.71527	0.32464	0.12141	0.11746	0.4585	0.21775	0.48931	0.048885	0.78393	0.1346	0.18728	0.04927	0.357595	0.084013	-0.07155	0.30013500000000004	-0.0339445	0.337825	0.24455	-0.293515	-0.01815999999999998	0.61305	-0.12366500000000002	0.28105	0.1410683	0.4313	0.10456	0.4383	0.82957	0.55057	0.2561	0.28473	0.60651	0.45087	0.69843	0.15693	0.88096	0.28128	0.40137	0.13629	0.9806344254275121	0.35822852934604077	0.08114696186255108	0.2591874565631292	0.5915904215315703	0.5455667718834116	0.21716203418897279	0.34594866082983206	0.1558771144418965	0.8042940252529016	0.055043810286763785	0.5508611466063221	0.39645509154299907	0.8655360084657115	0.897946	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.992801	0.999828	0.999996	0.975239	0.933821	3	3	1	3	2	4	2	3	2	4	2	3	3	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB6	0.048543	0.64848	0.13944	0.76542	0.82249	0.23023	0.41523	0.34099	0.49795	0.86346	0.19844	0.52032	0.14843	0.20772	0.149318	-0.08388399999999999	0.20958	-0.408065	-0.0352635	0.19641599999999998	0.27209	0.08774	0.179929	-0.35979000000000005	0.730645	0.224869	0.29578000000000004	0.33276	0.15667	0.77686	0.32245	0.86693	0.82783	0.45199	0.56958	0.57238	0.70356	0.91189	0.4222	0.664	0.33868	0.38286	0.8050141565741191	0.10965723950759612	0.49153761872663937	0.06201596808439452	0.08205883911141715	0.34487117357990366	0.24444526874292175	0.24231554968756996	0.15269885976757788	0.04005754684071934	0.3744817710283624	0.1778319206319825	0.4702104489003831	0.41696000499396496	0.951349	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.956052	0.995753	3	1	4	2	1	2	2	3	2	1	4	2	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB7	0.31447	0.10073	0.069871	0.10143	0.17418	0.60974	0.80384	0.36595	0.8169	0.34142	0.36448	0.89179	0.10427	0.051973	0.061043	0.567706	0.7124699999999999	0.518365	0.2882435	-0.474805	-0.7254400000000001	0.419765	0.059550000000000006	0.26302000000000003	-0.16480500000000003	0.13179670000000002	0.52276	0.5862	0.54287	0.2488	0.19203	0.25771	0.33513	0.76863	0.81486	0.59581	0.88529	0.57046	0.59599	0.89217	0.25987	0.1425	0.26530415759731196	0.604149623981219	0.7166309180845472	0.5888687290604354	0.4747866934679653	0.11428266881755485	0.08891700040144164	0.224892211915918	0.052914441427443816	0.2437748024084423	0.22476102714106144	0.049552384382350635	0.5852438535750463	0.846185135655471	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.90974	0.933821	3	4	2	4	3	2	1	3	1	3	3	0	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASB8	0.89849	0.9428	0.82007	0.8432	0.96422	0.20953	0.35316	0.97981	0.47485	0.16273	0.36068	0.61543	0.16358	0.43896	-2.270095	-0.534564	-0.27348	-0.08143500000000001	-0.8445265	-0.5639749999999999	-0.84352	-0.807635	-0.32036	0.30533	-0.403085	-0.36566000000000004	0.162242	0.10464299999999999	0.92264	0.94365	0.84507	0.86895	0.9647	0.42957	0.51716	0.97987	0.69097	0.36566	0.59235	0.73182	0.36483	0.58866	0.03496772097996986	0.02518905575931248	0.07310731548272689	0.06100521244526161	0.01560772147573444	0.3669660561944312	0.2863750732175394	0.008831538621444554	0.16054080807774215	0.4369225450745936	0.22742160720777455	0.13559572579919524	0.43790945680535015	0.23013547390326694	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.963793	0.999996	1	0	1	1	0	2	2	0	2	4	2	1	2	1	6	6	5	5	6	6	6	6	6	6	6	6	6	6
ASB9	0.96238	0.93375	0.10688	0.14664	0.96012	0.14694	0.26964	0.47994	0.99212	0.94833	0.32184	0.99263	0.43812	0.76086	-1.297995	-0.143554	0.43083	0.1099775	-0.3560765	0.224705	0.03829999999999999	-1.2341950000000002	-0.8867899999999999	-1.29116	0.18256699999999998	-0.90327	-0.049229999999999996	-0.08052000000000001	0.96286	0.93415	0.26327	0.33665	0.96075	0.33632	0.4494	0.70028	0.99222	0.95196	0.55665	0.99269	0.65869	0.78648	0.016436854773187577	0.029583381862216682	0.579598626563344	0.4728213811960358	0.017389606863613655	0.4732473056518518	0.3473669319168899	0.15472827692727825	0.003392023215880885	0.021381299666197597	0.2544177865955357	0.0031863530239736003	0.18131892981457462	0.1043123169060182	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	0	4	3	0	4	2	1	0	1	3	0	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ASPSCR1	0.13692	0.21492	0.10043	0.15162	0.21707	0.089006	0.094495	0.41472	0.0030033	0.0058152	0.0039776	0.0028952	0.95807	0.83127	-0.561955	-0.182884	-0.30382	-0.323025	-0.3576965	-0.444745	-0.58267	0.610425	1.2476099999999999	1.58934	1.559685	0.56322	-0.60061	-1.28214	0.32011	0.4075	0.25106	0.34516	0.3962	0.23383	0.21665	0.62293	0.014539	0.026905	0.016273	0.012321	0.9588	0.83564	0.49470075860506124	0.3898723869240046	0.6002224755112008	0.46197953968287114	0.4020855287974717	0.6310997703399936	0.6642413066296063	0.20556075321524583	1.837465463450644	1.5701670036174873	1.788532375560858	1.909354042426685	0.018271974638383787	0.07798077960185627	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.481495	0.601562	0.477835	0.370234	0.999996	0.999996	3	1	2	2	1	3	3	2	4	5	4	2	0	1	6	6	6	6	6	6	6	5	6	6	5	6	6	6
ATE1	0.060458	0.022991	0.040299	0.12415	0.12879	0.29509	0.76605	0.34656	0.08424	0.031102	0.16212	0.11708	0.03783	0.50252	0.6690849999999999	0.569746	0.37516	0.316005	0.4087935	0.129109	-0.007110000000000005	-0.018095	0.44400000000000006	0.75408	0.528945	0.1421978	0.44204	0.13097699999999998	0.18264	0.081426	0.13053	0.29771	0.26697	0.5179	0.79001999999999994	0.57743	0.22305	0.10675	0.3651	0.2557	0.12654	0.64546	0.7384041015178212	1.089236899120902	0.8842896619876206	0.5262065772717199	0.5735375385098402	0.28575408898210597	0.1023619140517207	0.23850065638186754	0.6515977724223645	0.9716321163029386	0.4375881670502726	0.5922692719736645	0.8977721698768699	0.19013066636044382	0.977834	0.89927	0.93499	0.998991	0.999996	0.999973	0.999996	0.999406	0.989288	0.962704	0.999828	0.991768	0.824245	0.999996	4	5	4	3	3	3	1	2	2	3	3	2	4	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ATG10	0.19749	0.24462	0.14376	0.11759	0.51778	0.30107	0.21515	0.77598	0.76013	0.38202	0.96829	0.37145	0.091472	0.17158	0.233065	0.210946	0.23895	-0.009355000000000002	0.013139499999999998	0.486375	0.31401999999999997	-0.508435	-0.25629	-0.31196	-0.39781500000000003	-0.08489	-0.1691	-0.005500000000000005	0.41992	0.44364	0.33022	0.28615	0.65927	0.52406	0.39367	0.87537	0.86239	0.60869	0.96861	0.54043	0.23601	0.331	0.3768334402399158	0.3529693033792684	0.48119662693452336	0.5434062497555922	0.18093668632347515	0.28061898748731	0.4048676797763996	0.0578083412706676	0.06429628806874496	0.21560383309255324	0.013851051578555935	0.2672605507069532	0.6270695951112066	0.48017200622428124	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.907978	0.991135	2	2	2	4	2	3	3	2	2	3	0	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ATG101	0.20365	0.10291	0.041138	0.096816	0.047218	0.19102	0.16562	0.69562	0.63785	0.076967	0.80592	0.74791	0.40482	0.38312	-0.608455	0.10183	0.54955	-0.151345	0.0907855	-0.235985	-0.21552	-1.0950950000000002	-0.4345899999999999	0.82646	-1.035215	-0.53163	-0.15536999999999998	-0.25839	0.42979	0.25302	0.13242	0.24968	0.13193	0.4095	0.32371	0.82762	0.78328	0.21567	0.89531	0.78894	0.62543	0.54052	0.36674369353359987	0.5968451486014928	0.8780464164547013	0.6026162443427237	0.8796564375619753	0.38774609390356274	0.4898438842312312	0.08216902285805867	0.10608296244057758	0.6662102616688025	0.04802656470784307	0.10295602424273474	0.20382129079059905	0.26718823190689467	0.998643	0.999874	0.93499	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	2	3	4	3	3	3	3	2	1	3	1	1	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ATG12	0.20346	0.054279	0.021038	0.0060685	0.065024	0.13985	0.17771	0.18535	0.89487	0.46902	0.9822	0.95239	0.26991	0.51456	0.326565	0.577516	0.67211	0.694335	0.4101735	0.28778499999999996	0.142945	0.655675	-0.06455	-0.19468000000000002	-1.407415	0.168757	-0.49678	-0.27326	0.42942	0.15336	0.075695	0.02748	0.16872	0.32382	0.34109	0.40105	0.91458	0.6893	0.98204	0.95314	0.48992	0.6564	0.36711773240241413	0.8142879001299939	1.120932806683887	1.5609832716124872	0.77283343326857	0.48969633155114256	0.4671310129540251	0.39680147932390275	0.038778299986398285	0.16159172150581322	0.007870822370400954	0.020843304228497877	0.309874830981833	0.18283142761894441	0.998643	0.999874	0.805562	0.547068	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.992786	0.999996	2	4	5	5	3	3	1	3	1	3	0	0	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ATG13	0.77211	0.30273	0.58551	0.044855	0.36994	0.35352	0.65472	0.11756	0.032267	0.16195	0.025596	0.036667	0.35585	0.7013	-0.602965	-0.369674	-0.31027	0.856675	-0.08511650000000001	-0.885505	-0.5654699999999999	0.453355	0.28646	0.49142	0.420775	0.066318	-0.17799	-0.41341999999999995	0.84146	0.5112	0.74426	0.14667	0.52824	0.57612	0.73312	0.28355	0.10977	0.36442	0.091542	0.10778	0.57628	0.75368	0.0749665240044565	0.29140915484965624	0.12827532138981318	0.833658708016502	0.277168715735046	0.23948704798320944	0.13482493249069652	0.5473703483779825	0.9595163357937301	0.4383977962125262	1.0383796033848465	0.9674618207399934	0.23936645249978175	0.12281300921392528	0.998643	0.999874	0.999582	0.962121	0.999996	0.999973	0.999996	0.999406	0.957677	0.996673	0.904656	0.933291	0.999996	0.999996	1	2	2	4	2	3	1	3	3	3	4	2	1	1	5	6	6	6	6	6	6	5	6	6	6	6	6	6
ATG14	0.052535	0.012822	0.1948	0.028197	0.0045363	0.64764	0.53906	0.5493	0.26922	0.14692	0.55801	0.27152	0.15491	0.045595	0.35118499999999997	0.432526	0.20123	0.5485450000000001	0.4761635	0.0961408	0.16410999999999998	0.124773	0.09809300000000001	0.35519	-0.16547500000000004	0.35672000000000004	0.34293	0.59396	0.16707	0.048646	0.40099	0.098402	0.018161	0.79034	0.67929	0.75082	0.49072	0.33915	0.75796	0.46411	0.35008	0.12813	0.7771015273905785	1.3129528645291721	0.3968664578011927	1.006996074534748	1.7408602415789813	0.10218603737032099	0.1679447787211907	0.12446416735869385	0.3091662413615897	0.46960817859895904	0.12035371288727438	0.3333790739036789	0.45583269968268203	0.8923491738535135	0.953832	0.798659	0.999582	0.889826	0.614233	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.956052	0.933821	2	4	3	5	4	2	1	2	2	3	2	2	4	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
ATG16L1	0.085767	0.16764	0.1441	0.45992	0.039843	0.92432	0.91906	0.082338	0.035685	0.11146	0.021743	0.14733	0.23128	0.13548	-0.17522500000000002	0.12138499999999999	0.45621	0.150586	0.2003535	-0.05235500000000001	0.05387599999999999	0.1559684	0.53635	0.094672	0.8274549999999999	0.43656	-0.4617800000000001	-0.57118	0.23075	0.3498	0.3308	0.68055	0.11467	0.9323	0.91932	0.22731	0.12025	0.27799	0.079741	0.29959	0.4489	0.2777	0.6368582903020503	0.4561801948573423	0.480434499119491	0.1671399616783021	0.9405501874920391	0.030444315779156465	0.036533291612699886	0.643381458030909	0.9199149149541307	0.5559708264665691	1.0983183223260105	0.5234726870249733	0.3478503945983471	0.5564241202497424	0.998643	0.999874	0.999582	0.998991	0.982471	0.999973	0.999996	0.999406	0.957677	0.996673	0.8376	0.999996	0.975675	0.970416	3	3	4	3	4	1	0	2	4	4	2	3	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
